given_name,created_date,last_modified_date,family_name,credit_name,other_names,orcid_identifier_path,biography,researcher_urls,emails,keywords,external_ids,organization_name,organization_address_city,organization_address_region,organization_address_country,organization_disambiguated_organization_identifier,organization_disambiguation_source,department_name,role_title,url_value,display_index,visibility,created_date_value,start_date_year_value,start_date_month_value,start_date_day_value,end_date_year_value,end_date_month_value,end_date_day_value
Karina,2022-06-06,2022-06-06,Dsouza,NA,,0000-0001-6442-4839,"Biomedical Engineering PhD Candidate at Case Western Reserve University (Cleveland, Ohio). Focusing on high Degree-of-Freedom myoelectric prosthesis controls.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,PhD Candidate in Dr. Tyler's Lab,NA,1,public,2022-06-06,2020,08,NA,NA,NA,NA
Horst,2016-04-15,2016-04-15,von Recum,NA,,0000-0002-9323-8100,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,Associate Professor,NA,0,public,2014-09-30,2004,12,25,NA,NA,NA
Katie,2019-02-13,2019-02-13,Russell,NA,,0000-0003-0439-7095,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Jack, Joseph, & Morton Mandel School of Applied Social Sciences",Doctoral Fellow & Researcher,NA,1,public,2020-02-21,2018,09,01,NA,NA,NA
Xinning,2018-01-09,2018-01-09,Wang,NA,,0000-0001-7729-0534,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,BME,NA,NA,0,public,2018-01-09,2011,01,01,NA,NA,NA
Kevin,2017-01-17,2017-01-17,Cooper,NA,,0000-0002-1986-3602,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,0,public,2017-01-17,NA,NA,NA,NA,NA,NA
Katharina,2019-11-14,2019-11-14,Rynkiewich,NA,,0000-0002-0116-0319,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Anthropology,Postdoctoral Scholar,NA,1,public,2020-09-14,2020,08,01,NA,NA,NA
Robin,2016-04-15,2016-04-15,Snyder,NA,,0000-0002-6111-0284,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biology,Professor,NA,1,public,2016-02-18,2004,NA,NA,NA,NA,NA
Yilun,2018-03-20,2018-03-20,Sun,NA,,0000-0002-1341-382X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Population and Quantitative Health Sciences,Assistant Professor,NA,1,public,2021-09-01,2021,09,01,NA,NA,NA
Ruchika,2017-09-02,2017-09-02,Verma,NA,,0000-0003-4870-128X,"I am passionate about developing machine learning algorithms to solve real world problems at the intersection of precision oncology, digital health and medical big-data. Currently, I am a graduate student in the biomedical engineering department of the Case Western Reserve University. Previously, I completed my masters in Electronics and Electrical Engineering, specializing in signal processing and statistical machine learning, from IIT Guwahati. My work at the crossroads of machine learning, signal and image processing, and computational cancer research has helped me to develop strong analytical, programming and technical communication skills.

My major research contributions are as follows:

1. I am currently investigating the radiomic descriptors from brain tumor habitat to identify standard-of-care treatment resistant patients in Glioblastoma. The identified descriptors will be used to develop morphological biomarkers associated with treatment resistance from histology slides.

2. I recently organized an international competition, MoNuSeg at MICCAI 2018, where 22,000 nuclei boundary annotations on H&E stained images were publicly released. I also released a nuclear segmentation algorithm in 2017 with my IEEE TMI publication.

3. In my masters, I developed convolutional neural network based models for prostate biochemical recurrence prediction and a machine learning algorithm to quantify multiple sub-types of breast cancer in an individual patient.

I believe that my Ph.D. will help me to make an incremental but significant progress in the chosen research direction.",,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,NA,Graduate Research Assistant,https://case.edu/,1,public,2019-11-16,2017,08,NA,NA,NA,NA
Fulai,2017-04-13,2017-04-13,Jin,NA,,0000-0003-0025-4337,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Case Comprehensive Cancer Center,Assistant Professor,NA,0,public,2017-04-17,NA,NA,NA,NA,NA,NA
Fulai,2017-04-13,2017-04-13,Jin,NA,,0000-0003-0025-4337,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Genetics and Genome Sciences,Assistant Professor,NA,0,public,2017-04-13,2015,04,NA,NA,NA,NA
Timothy,2017-01-18,2017-01-18,Mead,NA,,0000-0003-1891-3652,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pediatric Cardiology,Assistant Professor,NA,1,public,2022-08-03,2022,08,01,NA,NA,NA
Pavel,2017-01-01,2017-01-01,Fileviez Perez,NA,,0000-0001-7201-5840,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physics,Associate Professor,NA,1,public,2020-07-01,2016,07,01,NA,NA,NA
Yu,2017-09-07,2017-09-07,Mi,NA,,0000-0002-5370-9609,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Computer Science,Teaching Assistant,NA,0,public,2017-09-07,2017,08,28,NA,NA,NA
Jeffrey,2018-03-16,2018-03-16,Quick,NA,,0000-0001-7553-2552,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,University Library,Library Assistant V,NA,0,public,2018-03-16,1998,03,02,NA,NA,NA
Eric,2018-07-26,2018-07-26,NA,NA,,0000-0001-8473-7277,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Music,Instructor,NA,0,public,2018-07-26,2001,NA,NA,NA,NA,NA
Brian,2016-04-15,2016-04-15,Gray,Brian C. Gray,,0000-0002-8296-6890,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Kelvin Smith Library,Special Projects Officer,NA,1,public,2020-06-01,2019,03,01,NA,NA,NA
Parth,2019-08-09,2019-08-09,Majmudar,NA,,0000-0002-8442-0859,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pharmacology,Graduate Student,NA,1,public,2019-08-09,2017,07,NA,NA,NA,NA
Celeste,2016-04-15,2016-04-15,Alfes,NA,,0000-0002-0194-1027,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Frances Payne Bolton School of Nursing,Associate Professor and Director of Skills and Simulation Center,NA,0,public,2015-12-02,1991,08,01,NA,NA,NA
Gary,2018-09-06,2018-09-06,Chottiner,NA,,0000-0003-2369-8934,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physics,Professor of Physics,NA,1,public,2018-09-06,1980,08,15,NA,NA,NA
Jenny,2017-08-25,2017-08-25,Brynjarsdottir,NA,,0000-0003-1859-4962,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,Associate Professor,NA,1,public,2017-09-04,2013,08,NA,NA,NA,NA
Kenneth,2016-12-27,2016-12-27,Gustafson,NA,,0000-0002-5521-7800,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,NA,NA,0,public,2018-06-08,1999,09,25,NA,NA,NA
Yan,2016-04-15,2016-04-15,Li,NA,,0000-0003-1910-6705,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Genetics and Genome Sciences,Assistant Professor,NA,0,public,2016-04-02,2015,05,01,NA,NA,NA
Genevieve,2016-04-15,2016-04-15,Sauve,NA,,0000-0002-9721-0447,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Chemistry,Professor,http://caslabs.case.edu/sauve/,1,public,2018-02-18,2009,07,01,NA,NA,NA
Kai,2019-12-06,2019-12-06,Wang,NA,,0000-0003-4569-0909,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Chemistry,Graduate Student,NA,1,public,2019-12-06,2015,08,12,NA,NA,NA
Gaius,2020-04-22,2020-04-22,Takor,NA,,0000-0002-4638-368X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Chemistry,NIH Postdoctoral Fellow,NA,1,public,2020-04-30,2018,08,01,NA,NA,NA
Robert,2016-04-15,2016-04-15,Lanese,NA,,0000-0002-6246-9475,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Cancer Center,Data Archtect/Programmer/Analyst,NA,0,public,2014-04-25,2003,03,01,NA,NA,NA
John,2018-02-23,2018-02-23,Frye,NA,,0000-0002-7869-7181,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Bioethics,Adjunct Faculty,NA,1,public,2021-09-22,2018,01,01,NA,NA,NA
Robin,2016-11-09,2016-11-09,Dubin,NA,,0000-0001-9269-4561,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Economics,Professor,NA,0,public,2016-11-16,1998,08,NA,NA,NA,NA
Philip,2016-04-15,2016-04-15,Taylor,NA,,0000-0001-5060-2833,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physics,Professor,NA,0,public,2018-06-12,1964,07,01,NA,NA,NA
Gerald,2017-11-06,2017-11-06,Saidel,NA,,0000-0003-2159-2343,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,Professor,NA,0,public,2018-06-15,1981,NA,NA,NA,NA,NA
Sanjay,2016-04-15,2016-04-15,Sridaran,NA,,0000-0003-0769-9099,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Case Center for Imaging Research,Student Researcher,NA,0,public,2017-08-01,2016,12,NA,NA,NA,NA
Victor,2016-04-15,2016-04-15,Groza,NA,,0000-0001-9844-9006,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mandel School,Grace F. Brody Professor of Parent-Child Studies,http://msass.case.edu/faculty/vgroza/,1,public,2018-09-22,1992,NA,NA,NA,NA,NA
Kathleen,2016-04-15,2016-04-15,Kash,NA,,0000-0002-6126-7302,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physics,Professor,NA,0,public,2014-10-16,1994,01,02,NA,NA,NA
Patrick,2016-04-15,2016-04-15,Crago,NA,,0000-0002-8683-2865,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,Professor Emeritus,http://engineering.case.edu/ebme/,0,public,2017-12-14,1976,09,01,NA,NA,NA
Damaris,2018-08-06,2018-08-06,Punales Alpizar,NA,,0000-0002-0732-7490,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Modern Languages and Literatures,Chair,https://mll.case.edu/faculty/damaris-punales-alpizar/,1,public,2021-04-13,2020,08,NA,NA,NA,NA
Damaris,2018-08-06,2018-08-06,Punales Alpizar,NA,,0000-0002-0732-7490,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Modern Languages and Literatures,Associate Professor,https://mll.case.edu/faculty/damaris-punales-alpizar/,1,public,2019-10-17,2016,08,01,NA,NA,NA
srinivasa,2016-08-30,2016-08-30,penumutchu,NA,,0000-0002-3608-1442,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NMR Core Facility,NMR ASSISTANT MANAGER,http://ccmsb.case.edu/faculty/nmr.htm,1,public,2019-08-28,2019,06,01,NA,NA,NA
srinivasa,2016-08-30,2016-08-30,penumutchu,NA,,0000-0002-3608-1442,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Chemistry,Postdoctoral researcher,NA,0,public,2016-08-30,2015,01,05,NA,NA,NA
Polina,2020-03-31,2020-03-31,Ermoshkina,NA,,0000-0003-3613-5495,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Sociology,PhD Candidate,https://sociology.case.edu/graduate-students/,1,public,2022-06-06,2017,08,22,NA,NA,NA
Fredrick,2016-11-16,2016-11-16,Schumacher,NA,,0000-0002-3073-7463,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,0,public,2016-12-05,2016,01,01,NA,NA,NA
Ila,2017-08-07,2017-08-07,Mishra,NA,,0000-0002-9786-6358,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Medicine,Research Associate,NA,1,public,2020-10-28,2018,01,01,NA,NA,NA
Elisabeth,2018-05-12,2018-05-12,Werner,NA,,0000-0001-9602-2172,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,1,public,2019-04-11,NA,NA,NA,NA,NA,NA
Xin,2016-04-15,2016-04-15,Qi,NA,,0000-0002-9578-3890,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physiology & Biophysics,Professor,NA,1,public,2020-06-30,2011,03,01,NA,NA,NA
Robert,2016-04-16,2016-04-16,Gao,NA,,0000-0003-3595-3728,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mechanical and Aerospace Engineering,Depatment Chair and Cady Staley Professor,NA,0,public,2016-08-13,2015,02,01,NA,NA,NA
Po-Shun,2021-03-05,2021-03-05,Wang,Po-Shun Wang,,0000-0002-2344-980X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Medicine,Postdoctoral Scholar,NA,1,public,2021-03-24,2021,03,01,NA,NA,NA
Tej,2016-04-15,2016-04-15,Pareek,Pareek TK,,0000-0001-5134-1647,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mandel School of Applied Social Sciences,Adjunct Faculty,NA,0,public,2016-03-02,2015,NA,NA,NA,NA,NA
Tej,2016-04-15,2016-04-15,Pareek,Pareek TK,,0000-0001-5134-1647,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pediatrics,Research Associate,NA,0,public,2014-09-16,2006,NA,NA,NA,NA,NA
Jesse,2017-03-04,2017-03-04,Honsky,NA,,0000-0003-4954-2196,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Nursing,Assistant Professor,NA,1,public,2018-03-10,2012,08,NA,NA,NA,NA
Estefania,2021-11-01,2021-11-01,Hernandez,NA,,0000-0002-8925-911X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Anthropology ,Graduate research assistant / TA,NA,1,public,2021-11-04,2019,NA,NA,NA,NA,NA
Riley,2018-02-02,2018-02-02,Tedrow,NA,,0000-0001-9419-3031,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Department of Biology,PhD Candidate,http://rileytedrow.wordpress.com,1,public,2019-01-26,2015,08,07,NA,NA,NA
Ann,2021-09-12,2021-09-12,Holstein,NA,,0000-0001-7468-3447,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,1,public,2021-09-12,NA,NA,NA,NA,NA,NA
Zhonghua,2018-12-03,2018-12-03,Liu,NA,,0000-0001-7078-8188,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pathology,Instructor of Pathology,NA,1,public,2022-02-07,2021,12,01,NA,NA,NA
Elizabeth G,2019-07-18,2019-07-18,Damato,NA,,0000-0003-0410-2445,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,Associate Professor,NA,1,public,2019-07-18,2000,NA,NA,NA,NA,NA
Scott Emory,2016-04-15,2016-04-15,Moore,NA,,0000-0002-4294-1429,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Frances Payne Bolton School of Nursing,Assistant Professor,https://case.edu/nursing/about/fpb-directories/faculty-directory/scott-emory-moore,1,public,2016-09-06,2016,07,01,NA,NA,NA
Paul,2019-01-15,2019-01-15,Iversen,NA,,0000-0002-5286-3057,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Classics,"Associate Professor, Chair",http://classics.case.edu,1,public,2019-01-15,2001,08,20,NA,NA,NA
Mahesh,2017-10-20,2017-10-20,Ijjada,Ijjada Mahesh,,0000-0002-4274-9138,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,Postdoctoral researcher,NA,1,public,2021-01-23,2019,02,15,NA,NA,NA
Jeremiah,2018-10-16,2018-10-16,Didion,NA,,0000-0002-2520-2421,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biology Department,PostDoctoral Scholar,NA,1,public,2021-05-20,2019,10,17,NA,NA,NA
David,2018-12-03,2018-12-03,Bertsch,David J. Bertsch,,0000-0001-7577-4615,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biology,Graduate student researcher,NA,1,public,2018-12-03,NA,NA,NA,NA,NA,NA
James,2016-04-16,2016-04-16,T'ien,NA,,0000-0003-4469-1133,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mechanical and Aerospace Engineering,Leonard Case Jr. Professor of Engineering,NA,0,public,2017-12-14,1970,NA,NA,NA,NA,NA
Kathryn,2017-06-29,2017-06-29,Lavelle,NA,,0000-0003-1854-8368,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Political Science,Ellen and Dixon Long Professor,NA,0,public,2017-06-29,NA,NA,NA,NA,NA,NA
Andrzej,2016-04-15,2016-04-15,Pitek,Andrzej S. Pitek,,0000-0002-4021-835X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,PostDoctoral Scholar,NA,0,public,2016-02-23,2014,09,01,NA,NA,NA
Misty,2018-06-04,2018-06-04,Luminais,NA,,0000-0002-4190-2495,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Begun Center for Violence Prevention Research & Education,Senior Research Associate,NA,0,public,2018-06-05,2016,12,NA,NA,NA,NA
Mitchell,2020-10-15,2020-10-15,Drumm,NA,,0000-0003-4739-5153,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Genetics and Genome Sciences,Professor and Vice President of Research and Technology Management,NA,1,public,2021-03-24,1992,10,31,NA,NA,NA
Andrew,2018-04-11,2018-04-11,Mack,NA,,0000-0002-0131-7996,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Molecular Biology and Microbiology,PhD Student,NA,1,public,2019-09-06,2017,07,10,NA,NA,NA
Anastasia,2019-10-03,2019-10-03,Rowland-Seymour,NA,,0000-0002-1500-0316,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Center for Medical Education,Associate Professor,NA,1,public,2019-10-09,2016,07,01,NA,NA,NA
Longhua,2016-04-15,2016-04-15,Zhao,NA,,0000-0002-4532-3853,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Mathematics, Applied Mathematics and Statistics",Assistant Professor,NA,0,public,2015-04-16,2013,07,01,NA,NA,NA
Ulrich,2017-09-20,2017-09-20,Hopfer,NA,,0000-0003-1357-0101,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physiology&Biophysics,Professor Emeritus,NA,1,public,2019-12-09,1974,06,01,NA,NA,NA
Indu,2016-04-15,2016-04-15,Malhotra,NA,,0000-0003-0144-1089,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Center for Global Health and Diseases,Adjunct Faculty,NA,1,public,2018-10-24,2016,09,02,NA,NA,NA
Daniela,2016-04-15,2016-04-15,Calvetti,NA,,0000-0001-5696-718X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Mathematics, Applied Mathematics, and Statistics",Professor,NA,1,public,2019-04-11,1997,08,NA,NA,NA,NA
Fey,2018-07-25,2018-07-25,Parrill,NA,,0000-0003-3462-210X,"BA in Linguistics, University of California, Berkeley
PhD in Linguistics and Psychology, University of Chicago
Professor, Cognitive Science, Case Western Reserve University",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Cognitive Science,Professor,NA,1,public,2022-05-11,2006,08,15,NA,NA,NA
Matthew,2016-04-15,2016-04-15,Willard,NA,,0000-0001-5052-8012,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,0,public,2014-01-14,2012,NA,NA,NA,NA,NA
Santosh,2016-04-15,2016-04-15,Ghosh,NA,,0000-0001-5669-7853,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,Instructor,NA,1,public,2014-10-22,2015,NA,NA,NA,NA,NA
Fernando,2017-03-13,2017-03-13,Cornet-Gomez,NA,,0000-0002-5242-3019,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physics,Presidential Society of STEM Post-Doctoral Fellows,NA,1,public,2022-07-01,2022,07,01,NA,NA,NA
Andrew,2016-04-15,2016-04-15,Shoffstall,NA,,0000-0002-0881-2180,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,Assistant Professor,http://www.shofflab.com,1,public,2022-06-01,2019,07,01,NA,NA,NA
David,2016-04-15,2016-04-15,Gurarie,NA,,0000-0002-5314-7888,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Math,Professor,NA,0,public,2016-12-16,1983,08,01,NA,NA,NA
Ina,2017-04-15,2017-04-15,Martin,NA,,0000-0001-9452-3299,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physics,MORE Center Director of Operations,http://www.phys.cwru.edu/sites/morecenter/,1,public,2020-06-29,2010,08,23,NA,NA,NA
Jon,2016-07-13,2016-07-13,Niemi,NA,,0000-0002-5897-5981,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Neurosciences,Research Associate,NA,1,public,2022-05-23,2020,08,01,NA,NA,NA
Hossein,2016-04-15,2016-04-15,Ghassemi,NA,,0000-0002-8897-6133,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Macromolecular Science and Engineering,Research Professor,NA,0,public,2015-04-02,2008,04,02,NA,NA,NA
Ning,2017-12-07,2017-12-07,Lu,NA,,0000-0001-7551-4098,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Materials Science and Engineering,Postdoct,NA,0,public,2017-12-07,2016,03,12,NA,NA,NA
Anuj,2018-01-08,2018-01-08,Saini,NA,,0000-0003-4154-8075,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Physics,Visiting Assistant Professor,https://www.sainianuj.com/,1,public,2021-09-22,2021,08,23,NA,NA,NA
Josephine,2016-04-15,2016-04-15,Ridley,NA,,0000-0001-9140-6230,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Psychology,Associate Professor of Psychology,NA,0,public,2015-08-11,NA,NA,NA,NA,NA,NA
Rachel,2016-04-15,2016-04-15,Mulheren,Rachel W. Mulheren,,0000-0003-1647-0149,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,Assistant Professor,NA,0,public,2018-07-26,2018,07,01,NA,NA,NA
Eva,2016-04-15,2016-04-15,Kahana,NA,,0000-0002-7606-6140,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,1,public,2021-06-23,NA,NA,NA,NA,NA,NA
Dale,2016-04-15,2016-04-15,Nance,NA,,0000-0003-1616-861X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,School of Law,John Homer Kapp Professor,NA,0,public,2015-07-07,2002,NA,NA,NA,NA,NA
Wyatt,2017-09-15,2017-09-15,Newman,NA,,0000-0001-6489-9164,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,EECS,professor,NA,0,public,2017-09-15,1988,01,NA,NA,NA,NA
Michael,2017-12-14,2017-12-14,Pollino,NA,,0000-0003-3524-0912,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Civil Engineering,Associate Professor,NA,0,public,2017-12-14,2010,08,01,NA,NA,NA
kai,2018-04-12,2018-04-12,ke,NA,,0000-0002-6283-0689,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,macromolecular science and engineering,research associate,NA,0,public,2018-04-12,2017,04,01,NA,NA,NA
Deborah,2016-04-15,2016-04-15,Lindell,NA,,0000-0001-6587-1139,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Frances Payne Bolton School of Nursing ,"Associate Professor, Assistant Director, DNP Program",NA,1,public,2020-02-10,1995,NA,NA,NA,NA,NA
RESHMI,2016-04-15,2016-04-15,PARAMESWARAN,NA,,0000-0002-8043-7450,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Hematology/Oncology,Tenure Track Assistant Professor,NA,0,public,2017-09-14,2016,08,01,NA,NA,NA
